"","sveitarfelag","verd","staerd"
"52481","Hafnarfjarðarkaupstaður",210000,79.6
"52482","Kópavogsbær",220000,87.2
"52483","Reykjavíkurborg",160000,60
"52484","Reykjavíkurborg",180000,50
"52485","Reykjavíkurborg",2e+05,87.5
"52486","Reykjavíkurborg",150000,65
"52487","Reykjavíkurborg",250000,102.8
"52488","Reykjavíkurborg",209356,72.2
"52489","Hafnarfjarðarkaupstaður",220000,90.7
"52490","Reykjavíkurborg",135000,32
"52491","Reykjavíkurborg",225000,110
"52492","Reykjavíkurborg",150000,63.9
"52493","Reykjavíkurborg",175000,50
"52494","Reykjavíkurborg",2e+05,64.7
"52495","Reykjavíkurborg",210000,66.6
"52496","Reykjavíkurborg",240000,75
"52497","Reykjavíkurborg",145000,30
"52498","Reykjavíkurborg",220000,79.8
"52499","Reykjavíkurborg",240000,128
"52500","Reykjavíkurborg",180000,53
"52501","Reykjavíkurborg",210000,89.1
"52502","Reykjavíkurborg",215000,68
"52503","Reykjavíkurborg",258892,108.8
"52504","Hafnarfjarðarkaupstaður",239000,86.9
"52505","Reykjavíkurborg",205000,53.9
"52506","Reykjavíkurborg",2e+05,91.3
"52507","Reykjavíkurborg",158120,94.4
"52508","Mosfellsbær",260000,102.9
"52509","Reykjavíkurborg",128219,48.2
"52510","Kópavogsbær",240000,107
"52511","Reykjavíkurborg",380000,250
"52512","Reykjavíkurborg",235000,77.4
"52513","Reykjavíkurborg",230000,85
"52514","Reykjavíkurborg",110582,40.2
"52515","Reykjavíkurborg",360000,118.9
"52516","Reykjavíkurborg",130000,30
"52517","Kópavogsbær",2e+05,72.2
"52518","Garðabær",168110,102.4
"52519","Reykjavíkurborg",110000,22
"52520","Reykjavíkurborg",94484,33.4
"52521","Reykjavíkurborg",220000,88.7
"52522","Kópavogsbær",2e+05,90.5
"52523","Mosfellsbær",2e+05,82
"52524","Reykjavíkurborg",250000,90.1
"52525","Reykjavíkurborg",120000,40
"52526","Reykjavíkurborg",175350,108.8
"52527","Reykjavíkurborg",230000,84.2
"52528","Hafnarfjarðarkaupstaður",220000,72
"52529","Reykjavíkurborg",360000,260
"52530","Reykjavíkurborg",285000,110
"52531","Reykjavíkurborg",180000,74.7
"52532","Reykjavíkurborg",195000,69.2
"52533","Reykjavíkurborg",320000,127
"52534","Reykjavíkurborg",229670,127.2
"52535","Reykjavíkurborg",190000,110.5
"52536","Reykjavíkurborg",215000,78.7
"52537","Reykjavíkurborg",250000,97.6
"52538","Hafnarfjarðarkaupstaður",350000,218.2
"52539","Reykjavíkurborg",190000,51.8
"52540","Hafnarfjarðarkaupstaður",250000,76.5
"52541","Reykjavíkurborg",255000,115.5
"52542","Reykjavíkurborg",228000,86.8
"52543","Reykjavíkurborg",180000,105
"52544","Reykjavíkurborg",190000,130.1
"52545","Hafnarfjarðarkaupstaður",170000,62.8
"52546","Reykjavíkurborg",145000,47
"52547","Reykjavíkurborg",125000,30
"52548","Garðabær",190000,62.9
"52549","Reykjavíkurborg",2e+05,63
"52550","Reykjavíkurborg",170000,50.9
"52551","Reykjavíkurborg",130000,50
"52552","Reykjavíkurborg",180000,38
"52553","Reykjavíkurborg",2e+05,65
"52554","Reykjavíkurborg",160000,55
"52555","Reykjavíkurborg",220000,100
"52556","Reykjavíkurborg",2e+05,52.3
"52557","Kópavogsbær",180000,60.5
"52558","Reykjavíkurborg",150000,36.5
"52559","Reykjavíkurborg",245000,95.4
"52560","Hafnarfjarðarkaupstaður",255000,91.8
"52561","Reykjavíkurborg",238000,80
"52562","Reykjavíkurborg",255000,89.3
"52563","Kópavogsbær",186000,73
"52564","Reykjavíkurborg",199907,75
"52565","Kópavogsbær",313901,133
"52566","Reykjavíkurborg",280000,96
"52567","Reykjavíkurborg",170000,39.8
"52568","Reykjavíkurborg",170000,60
"52569","Kópavogsbær",165000,69
"52570","Reykjavíkurborg",245000,82
"52571","Reykjavíkurborg",2e+05,85
"52572","Reykjavíkurborg",177500,64.2
"52573","Kópavogsbær",180000,136.8
"52574","Reykjavíkurborg",205000,80
"52575","Reykjavíkurborg",260000,96
"52576","Reykjavíkurborg",250000,93
"52577","Reykjavíkurborg",210000,85.7
"52578","Reykjavíkurborg",185000,52.8
"52579","Reykjavíkurborg",220000,72.9
"52580","Kópavogsbær",190000,70
"52581","Reykjavíkurborg",213000,101.2
"52582","Reykjavíkurborg",180000,77
"52583","Garðabær",280000,85
"52584","Reykjavíkurborg",199000,72
"52585","Reykjavíkurborg",290000,91
"52586","Reykjavíkurborg",2e+05,70
"52587","Reykjavíkurborg",175000,61
"52588","Kópavogsbær",2e+05,41.3
"52589","Reykjavíkurborg",315000,114
"52590","Kópavogsbær",238000,90
"52591","Reykjavíkurborg",220000,100
"52592","Reykjavíkurborg",1e+05,25
"52593","Kópavogsbær",160000,45
"52594","Reykjavíkurborg",2e+05,65
"52595","Reykjavíkurborg",220000,64.8
"52596","Reykjavíkurborg",149078,45
"52597","Reykjavíkurborg",195000,86.9
"52598","Reykjavíkurborg",290420,99
"52599","Reykjavíkurborg",240000,85
"52600","Reykjavíkurborg",112500,43.6
"52601","Reykjavíkurborg",150000,77
"52602","Reykjavíkurborg",2e+05,85.3
"52603","Reykjavíkurborg",196000,83.7
"52604","Reykjavíkurborg",189000,83.7
"52605","Reykjavíkurborg",150000,68
"52606","Reykjavíkurborg",127500,41.6
"52607","Reykjavíkurborg",316894,99
"52608","Reykjavíkurborg",285000,113.7
"52609","Reykjavíkurborg",250000,88
"52610","Reykjavíkurborg",161000,67.4
"52611","Reykjavíkurborg",175000,44.5
"52612","Reykjavíkurborg",204000,85.3
"52613","Reykjavíkurborg",127500,48.2
"52614","Reykjavíkurborg",112800,43.6
"52615","Mosfellsbær",130000,60
"52616","Reykjavíkurborg",230000,68
"52617","Reykjavíkurborg",168300,69.7
"52618","Reykjavíkurborg",180000,50
"52619","Reykjavíkurborg",115400,43.2
"52620","Reykjavíkurborg",205000,72
"52621","Kópavogsbær",209887,89
"52622","Reykjavíkurborg",170000,75
"52623","Kópavogsbær",122558,90
"52624","Reykjavíkurborg",127500,41.6
"52625","Reykjavíkurborg",161000,67.4
"52626","Reykjavíkurborg",305000,109
"52627","Reykjavíkurborg",120000,32.1
"52628","Reykjavíkurborg",141000,49.6
"52629","Kópavogsbær",270000,93.1
"52630","Reykjavíkurborg",132000,31.3
"52631","Reykjavíkurborg",88200,33.2
"52632","Reykjavíkurborg",285000,103
"52633","Reykjavíkurborg",220000,75
"52634","Reykjavíkurborg",113000,43.6
"52635","Reykjavíkurborg",168800,69.7
"52636","Reykjavíkurborg",170300,67.1
"52637","Reykjavíkurborg",2e+05,47.8
"52638","Kópavogsbær",126000,48
"52639","Reykjavíkurborg",1e+05,52.6
"52640","Reykjavíkurborg",203000,62.5
"52641","Hafnarfjarðarkaupstaður",160000,74.3
"52642","Reykjavíkurborg",116917,53.9
"52643","Reykjavíkurborg",165600,66.1
"52644","Reykjavíkurborg",180000,66.1
"52645","Reykjavíkurborg",140000,68
"52646","Reykjavíkurborg",125000,24
"52647","Reykjavíkurborg",2e+05,60
"52648","Reykjavíkurborg",170000,59
"52649","Reykjavíkurborg",210000,78.3
"52650","Reykjavíkurborg",250000,107.8
"52651","Reykjavíkurborg",190000,60.8
"52652","Reykjavíkurborg",230000,78.1
"52653","Reykjavíkurborg",220000,71.5
"52654","Reykjavíkurborg",220000,97.4
"52655","Reykjavíkurborg",190000,80
"52656","Reykjavíkurborg",120000,58.1
"52657","Kópavogsbær",320000,150
"52658","Reykjavíkurborg",320000,126.1
"52659","Hafnarfjarðarkaupstaður",205000,134
"52660","Reykjavíkurborg",220000,101.4
"52661","Reykjavíkurborg",150000,69
"52662","Reykjavíkurborg",210000,67
"52663","Reykjavíkurborg",170000,85.7
"52664","Reykjavíkurborg",260000,89.1
"52665","Reykjavíkurborg",150000,23.1
"52666","Kópavogsbær",2e+05,74.4
"52667","Garðabær",125000,35
"52668","Reykjavíkurborg",240000,128.1
"52669","Reykjavíkurborg",185000,92.4
"52670","Kópavogsbær",260000,100.9
"52671","Reykjavíkurborg",160000,52
"52672","Reykjavíkurborg",140000,47.6
"52673","Reykjavíkurborg",160000,45
"52674","Kópavogsbær",120000,40
"52675","Reykjavíkurborg",195000,67.8
"52676","Hafnarfjarðarkaupstaður",2e+05,59.9
"52677","Reykjavíkurborg",238000,53.7
"52678","Reykjavíkurborg",175000,45
"52679","Reykjavíkurborg",175000,59
"52680","Kópavogsbær",230000,93.3
"52681","Reykjavíkurborg",220000,75
"52682","Reykjavíkurborg",2e+05,63
"52683","Mosfellsbær",266000,108.3
"52684","Reykjavíkurborg",166000,60
"52685","Reykjavíkurborg",237000,84.5
"52686","Reykjavíkurborg",2e+05,90.5
"52687","Reykjavíkurborg",190000,65.7
"52688","Reykjavíkurborg",280000,89.6
"52689","Reykjavíkurborg",240000,75
"52690","Kópavogsbær",220000,84
"52691","Kópavogsbær",170000,86.5
"52692","Reykjavíkurborg",170000,47.6
"52693","Reykjavíkurborg",2e+05,120
"52694","Kópavogsbær",175000,58
"52695","Reykjavíkurborg",188000,58
"52696","Reykjavíkurborg",145000,39.4
"52697","Kópavogsbær",150000,60
"52698","Kópavogsbær",205000,96.2
"52699","Reykjavíkurborg",160000,57.7
"52700","Reykjavíkurborg",210000,68
"52701","Reykjavíkurborg",220000,79.3
"52702","Reykjavíkurborg",135785,72.9
"52703","Reykjavíkurborg",140000,25
"52704","Kópavogsbær",170000,55
"52705","Hafnarfjarðarkaupstaður",185000,68.6
"52706","Reykjavíkurborg",145000,53
"52707","Kópavogsbær",170000,55
"52708","Reykjavíkurborg",175000,70
"52709","Reykjavíkurborg",190000,58.4
"52710","Reykjavíkurborg",2e+05,58.5
"52711","Reykjavíkurborg",260000,107.9
"52712","Reykjavíkurborg",150000,65
"52713","Hafnarfjarðarkaupstaður",2e+05,84.8
"52714","Reykjavíkurborg",275000,112
"52715","Reykjavíkurborg",220000,61.8
"52716","Reykjavíkurborg",158000,79
"52717","Reykjavíkurborg",140000,70
"52718","Reykjavíkurborg",210000,54.1
"52719","Kópavogsbær",80000,42
"52720","Kópavogsbær",180000,73.9
"52721","Reykjavíkurborg",350000,169.8
"52722","Hafnarfjarðarkaupstaður",2e+05,100
"52723","Kópavogsbær",280000,90
"52724","Reykjavíkurborg",250000,74
"52725","Garðabær",70000,100.6
"52726","Kópavogsbær",65000,32.2
"52727","Kópavogsbær",240000,89.8
"52728","Reykjavíkurborg",250000,142.6
"52729","Kópavogsbær",220000,105
"52730","Reykjavíkurborg",165000,58.3
"52731","Kópavogsbær",2e+05,87.3
"52732","Kópavogsbær",220000,87
"52733","Garðabær",230000,69
"52734","Reykjavíkurborg",135000,30
"52735","Reykjavíkurborg",170000,65
"52736","Kópavogsbær",241000,126.5
"52737","Reykjavíkurborg",195000,77
"52738","Kópavogsbær",254000,90
"52739","Reykjavíkurborg",160000,51
"52740","Reykjavíkurborg",218000,79.8
"52741","Mosfellsbær",175000,55
"52742","Kópavogsbær",2e+05,59.1
"52743","Kópavogsbær",215000,106.8
"52744","Hafnarfjarðarkaupstaður",240000,105
"52745","Reykjavíkurborg",250000,118
"52746","Reykjavíkurborg",190000,64.1
"52747","Reykjavíkurborg",120000,25
"52748","Reykjavíkurborg",215000,77.3
"52749","Reykjavíkurborg",266667,77
"52750","Reykjavíkurborg",165000,47
"52751","Reykjavíkurborg",261500,110.2
"52752","Reykjavíkurborg",149000,65
"52753","Reykjavíkurborg",130000,60
"52754","Reykjavíkurborg",144771,48.8
"52755","Reykjavíkurborg",150000,30.7
"52756","Reykjavíkurborg",180000,52.9
"52757","Mosfellsbær",245000,106.6
"52758","Kópavogsbær",210000,73.6
"52759","Reykjavíkurborg",290000,127.8
"52760","Reykjavíkurborg",280000,108
"52761","Hafnarfjarðarkaupstaður",280000,108
"52762","Reykjavíkurborg",175000,59.8
"52763","Reykjavíkurborg",3e+05,383.4
"52764","Reykjavíkurborg",170000,63.3
"52765","Garðabær",250000,91
"52766","Reykjavíkurborg",165000,62
"52767","Reykjavíkurborg",195000,65
"52768","Hafnarfjarðarkaupstaður",195000,70.1
"52769","Reykjavíkurborg",190000,58.4
"52770","Reykjavíkurborg",220000,71.2
"52771","Hafnarfjarðarkaupstaður",279000,109
"52772","Hafnarfjarðarkaupstaður",80000,61
"52773","Kópavogsbær",267000,129.3
"52774","Garðabær",190000,55
"52775","Reykjavíkurborg",180000,76
"52776","Reykjavíkurborg",215000,67
"52777","Reykjavíkurborg",1e+05,50
"52778","Kópavogsbær",190000,79
"52779","Reykjavíkurborg",220000,70.2
"52780","Garðabær",265000,122
"52781","Mosfellsbær",140000,38
"52782","Reykjavíkurborg",165000,51.5
"52783","Reykjavíkurborg",160000,50
"52784","Mosfellsbær",240000,94.9
"52785","Reykjavíkurborg",90000,21.5
"52786","Reykjavíkurborg",180000,102
"52787","Kópavogsbær",165000,51.5
"52788","Reykjavíkurborg",182000,38.9
"52789","Reykjavíkurborg",2e+05,78.6
"52790","Mosfellsbær",130000,66.8
"52791","Reykjavíkurborg",187740,63
"52792","Hafnarfjarðarkaupstaður",180000,60
"52793","Reykjavíkurborg",173500,50.5
"52794","Reykjavíkurborg",260000,90.6
"52795","Reykjavíkurborg",2e+05,97
"52796","Reykjavíkurborg",140000,45.1
"52797","Reykjavíkurborg",125000,30
"52798","Hafnarfjarðarkaupstaður",240000,95
"52799","Reykjavíkurborg",195000,75
"52800","Reykjavíkurborg",212000,67
"52801","Reykjavíkurborg",180000,59.9
"52802","Reykjavíkurborg",180000,95
"52803","Reykjavíkurborg",2e+05,82.5
"52804","Mosfellsbær",150000,68
"52805","Reykjavíkurborg",245000,81.2
"52806","Reykjavíkurborg",170000,60
"52807","Reykjavíkurborg",195000,50.9
"52808","Reykjavíkurborg",80000,25
"52809","Reykjavíkurborg",215000,75.5
"52810","Reykjavíkurborg",210000,65
"52811","Reykjavíkurborg",250000,90
"52812","Reykjavíkurborg",2e+05,51.2
"52813","Reykjavíkurborg",140000,36
"52814","Reykjavíkurborg",175000,51
"52815","Reykjavíkurborg",245000,77
"52816","Reykjavíkurborg",240000,65
"52817","Reykjavíkurborg",195000,75
"52818","Reykjavíkurborg",160000,40
"52819","Reykjavíkurborg",175000,58
"52820","Reykjavíkurborg",230000,85.7
"52821","Reykjavíkurborg",155000,70
"52822","Reykjavíkurborg",310000,92
"52823","Reykjavíkurborg",350000,99.7
"52824","Reykjavíkurborg",2e+05,96.7
"52825","Reykjavíkurborg",160000,57.7
"52826","Reykjavíkurborg",2e+05,45.4
"52827","Reykjavíkurborg",1e+05,78
"52828","Reykjavíkurborg",205000,65
"52829","Reykjavíkurborg",195000,49
"52830","Reykjavíkurborg",125000,38
"52831","Reykjavíkurborg",240000,89.3
"52832","Reykjavíkurborg",305442,82
"52833","Reykjavíkurborg",199907,61
"52834","Reykjavíkurborg",240000,90
"52835","Reykjavíkurborg",251138,78
"52836","Reykjavíkurborg",320000,145.5
"52837","Hafnarfjarðarkaupstaður",90000,78.3
"52838","Reykjavíkurborg",169000,63.7
"52839","Reykjavíkurborg",184500,66.1
"52840","Kópavogsbær",269305,102.2
"52841","Reykjavíkurborg",115000,40.4
"52842","Reykjavíkurborg",115500,40.7
"52843","Reykjavíkurborg",177500,63.7
"52844","Reykjavíkurborg",177500,63.7
"52845","Reykjavíkurborg",115500,40.7
"52846","Reykjavíkurborg",121500,41.6
"52847","Reykjavíkurborg",220000,58.5
"52848","Reykjavíkurborg",115000,40.4
"52849","Reykjavíkurborg",121500,41.6
"52850","Reykjavíkurborg",184500,66.1
"52851","Reykjavíkurborg",169000,63.7
"52852","Reykjavíkurborg",2e+05,90.4
"52853","Reykjavíkurborg",2e+05,60.5
"52854","Reykjavíkurborg",244839,96.9
"52855","Mosfellsbær",140000,50
"52856","Reykjavíkurborg",2e+05,44.6
"52857","Reykjavíkurborg",290000,105
"52858","Reykjavíkurborg",180000,80
"52859","Reykjavíkurborg",120500,40.4
"52860","Reykjavíkurborg",120500,40.4
"52861","Reykjavíkurborg",137000,55
"52862","Reykjavíkurborg",250000,105.4
"52863","Reykjavíkurborg",240000,91.5
"52864","Reykjavíkurborg",130000,24
"52865","Reykjavíkurborg",170076,38.2
"52866","Reykjavíkurborg",170000,55.5
"52867","Reykjavíkurborg",220000,59
"52868","Reykjavíkurborg",160000,39.5
"52869","Reykjavíkurborg",185000,57
"52870","Reykjavíkurborg",240000,89
"52871","Reykjavíkurborg",210000,88
"52872","Hafnarfjarðarkaupstaður",170000,65
"52873","Reykjavíkurborg",110000,67
"52874","Reykjavíkurborg",170000,50
"52875","Reykjavíkurborg",90000,130
"52876","Reykjavíkurborg",102700,36.6
"52877","Reykjavíkurborg",290000,150
"52878","Reykjavíkurborg",225000,58
"52879","Reykjavíkurborg",230000,59
"52880","Reykjavíkurborg",290000,150
"52881","Reykjavíkurborg",80000,27
"52882","Reykjavíkurborg",220000,111.6
"52883","Reykjavíkurborg",216000,83.2
"52884","Reykjavíkurborg",165000,35.3
"52885","Hafnarfjarðarkaupstaður",210000,80
"52886","Hafnarfjarðarkaupstaður",145000,37
"52887","Reykjavíkurborg",240000,100
"52888","Kópavogsbær",2e+05,87.4
"52889","Garðabær",250000,100
"52890","Reykjavíkurborg",150000,50
"52891","Kópavogsbær",1e+05,24
"52892","Kópavogsbær",2e+05,71.3
"52893","Reykjavíkurborg",220000,91
"52894","Reykjavíkurborg",235000,84.8
"52895","Reykjavíkurborg",125000,28
"52896","Kópavogsbær",175000,42
"52897","Hafnarfjarðarkaupstaður",140000,93
"52898","Reykjavíkurborg",190000,41
"52899","Reykjavíkurborg",175000,56.6
"52900","Reykjavíkurborg",145000,36
"52901","Hafnarfjarðarkaupstaður",270000,111.6
"52902","Hafnarfjarðarkaupstaður",178635,80
"52903","Reykjavíkurborg",230000,74.5
"52904","Reykjavíkurborg",140000,102.3
"52905","Reykjavíkurborg",190000,59
"52906","Reykjavíkurborg",170000,63.6
"52907","Reykjavíkurborg",140000,30
"52908","Reykjavíkurborg",170000,56
"52909","Hafnarfjarðarkaupstaður",225000,106
"52910","Reykjavíkurborg",240000,70.5
"52911","Reykjavíkurborg",180000,56
"52912","Reykjavíkurborg",360000,130.2
"52913","Reykjavíkurborg",155000,25
"52914","Reykjavíkurborg",195000,80
"52915","Reykjavíkurborg",220000,82
"52916","Kópavogsbær",185000,66.9
"52917","Hafnarfjarðarkaupstaður",135000,37
"52918","Kópavogsbær",220000,114.6
"52919","Garðabær",127000,70.5
"52920","Reykjavíkurborg",2e+05,55
"52921","Hafnarfjarðarkaupstaður",168000,102
"52922","Reykjavíkurborg",230000,89.1
"52923","Reykjavíkurborg",255000,95.9
"52924","Reykjavíkurborg",250000,70.4
"52925","Garðabær",245000,94.9
"52926","Reykjavíkurborg",220000,93.6
"52927","Reykjavíkurborg",175797,63
"52928","Reykjavíkurborg",120000,30
"52929","Reykjavíkurborg",230000,77.4
"52930","Hafnarfjarðarkaupstaður",270000,101.2
"52931","Hafnarfjarðarkaupstaður",220000,80
"52932","Kópavogsbær",249533,99.7
"52933","Kópavogsbær",2e+05,98.9
"52934","Reykjavíkurborg",240000,99.1
"52935","Kópavogsbær",175000,65
"52936","Reykjavíkurborg",170000,47
"52937","Hafnarfjarðarkaupstaður",258162,98
"52938","Hafnarfjarðarkaupstaður",170000,100.5
"52939","Reykjavíkurborg",270000,143
"52940","Reykjavíkurborg",163500,67.1
"52941","Reykjavíkurborg",169000,63.7
"52942","Reykjavíkurborg",115000,40.4
"52943","Reykjavíkurborg",195000,72
"52944","Reykjavíkurborg",190000,57.6
"52945","Reykjavíkurborg",1e+05,30
"52946","Reykjavíkurborg",120000,35
"52947","Reykjavíkurborg",205000,63
"52948","Reykjavíkurborg",167800,67.5
"52949","Reykjavíkurborg",180000,59.7
"52950","Reykjavíkurborg",150000,25
"52951","Reykjavíkurborg",126000,45
"52952","Reykjavíkurborg",225000,91
"52953","Reykjavíkurborg",170000,52.3
"52954","Reykjavíkurborg",236000,81.4
"52955","Reykjavíkurborg",168800,69.7
"52956","Kópavogsbær",155000,34
"52957","Reykjavíkurborg",132000,31.6
"52958","Reykjavíkurborg",210000,80
"52959","Garðabær",150000,30.5
"52960","Reykjavíkurborg",210000,83
"52961","Reykjavíkurborg",225000,82
"52962","Reykjavíkurborg",75000,33.8
"52963","Reykjavíkurborg",150000,40.7
"52964","Reykjavíkurborg",250000,91
"52965","Reykjavíkurborg",215000,94
"52966","Reykjavíkurborg",126000,45
"52967","Reykjavíkurborg",188900,83.7
"52968","Reykjavíkurborg",115500,40.7
"52969","Hafnarfjarðarkaupstaður",235000,76.9
"52970","Reykjavíkurborg",2e+05,76.9
"52971","Reykjavíkurborg",230000,88.4
"52972","Reykjavíkurborg",169000,63.7
"52973","Reykjavíkurborg",125000,99.8
"52974","Reykjavíkurborg",122604,50
"52975","Reykjavíkurborg",175000,53.3
"52976","Reykjavíkurborg",2e+05,59.6
"52977","Reykjavíkurborg",150000,40.7
"52978","Reykjavíkurborg",2e+05,75
"52979","Reykjavíkurborg",185000,52.5
"52980","Hafnarfjarðarkaupstaður",230000,94.9
"52981","Reykjavíkurborg",190000,38.9
"52982","Reykjavíkurborg",115000,40.4
"52983","Reykjavíkurborg",125000,25
"52984","Reykjavíkurborg",115500,40.7
"52985","Reykjavíkurborg",165000,65
"52986","Mosfellsbær",215000,69.5
"52987","Hafnarfjarðarkaupstaður",120000,142.7
"52988","Reykjavíkurborg",225000,76
"52989","Reykjavíkurborg",230000,77
"52990","Reykjavíkurborg",140000,58.2
"52991","Reykjavíkurborg",2e+05,54
"52992","Reykjavíkurborg",1e+05,25
"52993","Reykjavíkurborg",207000,97.6
"52994","Reykjavíkurborg",150000,59
"52995","Reykjavíkurborg",240000,116.6
"52996","Reykjavíkurborg",170000,94
"52997","Reykjavíkurborg",210000,60
"52998","Reykjavíkurborg",105000,36
"52999","Garðabær",150000,30
"53000","Reykjavíkurborg",180000,66.1
"53001","Reykjavíkurborg",240000,116.9
"53002","Hafnarfjarðarkaupstaður",220000,128.5
"53003","Reykjavíkurborg",210000,82
"53004","Reykjavíkurborg",185000,53
"53005","Reykjavíkurborg",140000,43
"53006","Reykjavíkurborg",235000,108.2
"53007","Reykjavíkurborg",240000,80
"53008","Reykjavíkurborg",150000,98.3
"53009","Reykjavíkurborg",160000,75
"53010","Kópavogsbær",210000,93.4
"53011","Reykjavíkurborg",150000,48
"53012","Hafnarfjarðarkaupstaður",190000,60.9
"53013","Reykjavíkurborg",1e+05,73.9
"53014","Reykjavíkurborg",2e+05,68.2
"53015","Reykjavíkurborg",180000,84.9
"53016","Kópavogsbær",285513,118
"53017","Reykjavíkurborg",265000,128.1
"53018","Kópavogsbær",2e+05,89.2
"53019","Reykjavíkurborg",244000,91.5
"53020","Reykjavíkurborg",140000,42
"53021","Reykjavíkurborg",190000,69
"53022","Reykjavíkurborg",190000,62.3
"53023","Reykjavíkurborg",250000,107.7
"53024","Reykjavíkurborg",210000,76.6
"53025","Garðabær",2e+05,68
"53026","Reykjavíkurborg",215000,83.6
"53027","Reykjavíkurborg",1e+05,86.9
"53028","Garðabær",170000,145
"53029","Kópavogsbær",180000,67
"53030","Garðabær",137000,33.1
"53031","Hafnarfjarðarkaupstaður",115000,59
"53032","Hafnarfjarðarkaupstaður",140000,45
"53033","Reykjavíkurborg",235000,110.1
"53034","Reykjavíkurborg",150000,55
"53035","Reykjavíkurborg",2e+05,96.6
"53036","Reykjavíkurborg",310000,122.5
"53037","Reykjavíkurborg",180000,84
"53038","Kópavogsbær",190000,64.3
"53039","Reykjavíkurborg",250000,127.9
"53040","Kópavogsbær",110000,116.7
"53041","Reykjavíkurborg",250000,108.3
"53042","Kópavogsbær",190000,64.3
"53043","Reykjavíkurborg",280000,110
"53044","Reykjavíkurborg",130000,95
"53045","Mosfellsbær",205000,68.9
"53046","Reykjavíkurborg",225000,93
"53047","Reykjavíkurborg",2e+05,73
"53048","Kópavogsbær",185000,76.2
"53049","Reykjavíkurborg",260000,107.5
"53050","Reykjavíkurborg",210000,74
"53051","Reykjavíkurborg",221634,71.5
"53052","Kópavogsbær",245000,93
"53053","Reykjavíkurborg",210000,124.1
"53054","Reykjavíkurborg",170000,52
"53055","Reykjavíkurborg",180000,70.2
"53056","Mosfellsbær",64300,40
"53057","Reykjavíkurborg",230000,84.6
"53058","Reykjavíkurborg",230000,95.6
"53059","Reykjavíkurborg",230000,75
"53060","Reykjavíkurborg",220000,102
"53061","Garðabær",120000,26.3
"53062","Kópavogsbær",250000,88.2
"53063","Kópavogsbær",215000,63
"53064","Hafnarfjarðarkaupstaður",210000,84
"53065","Reykjavíkurborg",250000,108.8
"53066","Reykjavíkurborg",165000,68.9
"53067","Reykjavíkurborg",195000,58
"53068","Reykjavíkurborg",240000,73.3
"53069","Reykjavíkurborg",2e+05,87.6
"53070","Reykjavíkurborg",180000,56.6
"53071","Hafnarfjarðarkaupstaður",135000,92.5
"53072","Reykjavíkurborg",290000,124.2
"53073","Reykjavíkurborg",168000,49.4
"53074","Reykjavíkurborg",256000,100
"53075","Reykjavíkurborg",130000,36
"53076","Reykjavíkurborg",180000,70
"53077","Reykjavíkurborg",260000,104
"53078","Reykjavíkurborg",225000,60
"53079","Garðabær",225000,90
"53080","Reykjavíkurborg",95000,34
"53081","Reykjavíkurborg",185000,57
"53082","Reykjavíkurborg",220000,64.3
"53083","Reykjavíkurborg",170000,61.2
"53084","Mosfellsbær",64300,40
"53085","Hafnarfjarðarkaupstaður",150000,96.5
"53086","Reykjavíkurborg",2e+05,83.3
"53087","Reykjavíkurborg",250000,117.8
"53088","Mosfellsbær",120000,60
"53089","Reykjavíkurborg",230000,93.3
"53090","Reykjavíkurborg",229000,86.4
"53091","Reykjavíkurborg",180000,95
"53092","Kópavogsbær",115000,80
"53093","Reykjavíkurborg",210000,59.7
"53094","Reykjavíkurborg",1e+05,54
"53095","Reykjavíkurborg",215000,82
"53096","Kópavogsbær",150000,54
"53097","Reykjavíkurborg",170000,66
"53098","Reykjavíkurborg",175000,52
"53099","Reykjavíkurborg",136720,55.8
"53100","Reykjavíkurborg",176538,67.5
"53101","Reykjavíkurborg",136733,48.4
"53102","Reykjavíkurborg",185000,57
"53103","Reykjavíkurborg",220000,80.7
"53104","Reykjavíkurborg",154346,71.2
"53105","Hafnarfjarðarkaupstaður",250000,84.9
"53106","Reykjavíkurborg",175000,45
"53107","Reykjavíkurborg",230000,127
"53108","Reykjavíkurborg",137618,52
"53109","Hafnarfjarðarkaupstaður",245000,106
"53110","Reykjavíkurborg",230440,100.5
"53111","Reykjavíkurborg",154346,73.7
"53112","Reykjavíkurborg",215000,77
"53113","Reykjavíkurborg",120000,37
"53114","Reykjavíkurborg",152486,56.6
"53115","Hafnarfjarðarkaupstaður",169859,90.8
"53116","Reykjavíkurborg",150000,60
"53117","Kópavogsbær",190000,46.9
"53118","Reykjavíkurborg",220000,109
"53119","Mosfellsbær",240000,142
"53120","Reykjavíkurborg",180000,52.2
"53121","Reykjavíkurborg",220000,114
"53122","Reykjavíkurborg",157420,87.5
"53123","Reykjavíkurborg",181809,69.2
"53124","Reykjavíkurborg",220000,68.5
"53125","Mosfellsbær",150000,50
"53126","Reykjavíkurborg",153208,53.3
"53127","Reykjavíkurborg",153208,52.4
"53128","Garðabær",250000,109
"53129","Hafnarfjarðarkaupstaður",257000,121
"53130","Reykjavíkurborg",230000,94.7
"53131","Kópavogsbær",180000,61
"53132","Reykjavíkurborg",120000,90.1
"53133","Garðabær",146360,70.4
"53134","Reykjavíkurborg",167800,67.5
"53135","Reykjavíkurborg",235000,86.2
"53136","Reykjavíkurborg",130000,46.1
"53137","Reykjavíkurborg",1e+05,20.4
