"","verd","staerd","fj_herb"
"3495",145000,97.5,3
"3496",155000,65,2
"3497",175000,50,2
"3498",195000,65.7,2
"3499",207500,101.4,3
"3500",220000,54,2
"3501",245000,100,4
"3502",211000,55,2
"3503",199500,90.2,2
"3504",260000,97.7,3
"3505",107050,59.3,2
"3506",143000,34.1,1
"3507",210000,95.1,3
"3508",161000,106,3
"3509",180000,65,2
"3510",240000,126.8,4
"3511",140000,34.4,2
"3512",269000,75,3
"3513",220000,58,2
"3514",210000,72,3
"3515",160000,40,2
"3516",115000,22,1
"3517",268075,93.3,3
"3518",230000,70.4,3
"3519",290000,100.5,3
"3520",90000,65,1
"3521",3e+05,123,4
"3522",235000,97.8,3
"3523",235000,57.3,2
"3524",118500,32.4,1
"3525",320000,120,4
"3526",210000,52.9,2
"3527",230000,55.4,3
"3528",240000,113.7,4
"3529",160000,50.9,2
"3530",220000,77,3
"3531",180000,50,2
"3532",175000,83,4
"3533",264000,77.8,3
"3534",160000,53.3,2
"3535",2e+05,64.1,2
"3536",240000,53,2
"3537",220000,80,2
"3538",278690,87.5,4
"3539",205000,74.1,3
"3540",220000,68,2
"3541",162000,48.5,2
"3542",2e+05,176.3,4
"3543",195000,48.5,2
"3544",286484,104,3
"3545",1e+05,61.2,2
"3546",128500,33.9,1
"3547",190000,60,2
"3548",274377,97.6,3
"3549",230000,60,3
"3550",150000,79.9,3
"3551",185000,40,2
"3552",195000,82,3
"3553",180000,50.5,2
"3554",130000,60,2
"3555",140000,39.9,1
"3556",175000,30,2
"3557",190000,100,3
"3558",150000,52.9,2
"3559",170000,65,2
"3560",185000,73.2,3
"3561",259323,97,4
"3562",152845,65.9,2
"3563",240000,97.2,3
"3564",240000,78.5,3
"3565",268000,82.9,3
"3566",150000,72.6,3
"3567",180000,60,1
"3568",280000,98.4,4
"3569",140000,51,2
"3570",150000,77,3
"3571",220000,79.4,3
"3572",220000,77,3
"3573",140000,64,2
"3574",140000,51,2
"3575",291690,118.8,4
"3576",140000,38,2
"3577",260000,116,4
"3578",275000,91.7,3
"3579",150000,70,2
"3580",150000,84,3
"3581",150000,72,3
"3582",250000,74,3
"3583",190000,57,2
"3584",160000,92,3
"3585",250000,72.3,3
"3586",205000,72.7,2
"3587",140000,64,2
"3588",140000,65,2
"3589",282514,88.7,3
"3590",250000,55,2
"3591",150000,79,3
"3592",265000,89,3
"3593",180000,58,2
"3594",210000,104,4
"3595",160000,54,2
"3596",210000,66,2
"3597",280000,101.4,4
"3598",2e+05,56,3
"3599",150000,45,1
"3600",130000,56,2
"3601",150000,40.2,1
"3602",250000,77,3
"3603",160000,32.6,2
"3604",320000,255,7
"3605",220000,65.7,3
"3606",205000,88.2,4
"3607",1e+05,52,2
"3608",245000,109,3
"3609",249000,79.9,2
"3610",258900,63,3
"3611",250000,78.4,3
"3612",180000,50.5,2
"3613",2e+05,66.8,3
"3614",120000,90,2
"3615",160000,62.5,3
"3616",175000,58,3
"3617",189000,57.2,2
"3618",160000,41.9,2
"3619",181000,87,3
"3620",110000,30,1
"3621",150000,75,1
"3622",150000,50,2
"3623",222436,60,2
"3624",195000,80.8,2
"3625",220000,71.6,2
"3626",245000,77,3
"3627",205000,86.5,3
"3628",240000,94.2,3
"3629",154677,72.8,3
"3630",152123,87,3
"3631",239000,68.7,2
"3632",156000,74.9,2
"3633",265000,98.4,4
"3634",153404,38.1,1
"3635",308271,120,4
"3636",180000,55,2
"3637",220000,75,3
"3638",130000,70,3
"3639",260000,90.5,3
"3640",190000,67.5,2
"3641",165000,41,1
"3642",199500,89.9,2
"3643",149500,60,2
"3644",2e+05,73.6,3
"3645",235000,98,4
"3646",160000,46.3,2
"3647",180000,61.5,2
"3648",170000,55.6,2
"3649",150000,37,1
"3650",118500,32.4,1
"3651",190000,59.1,2
"3652",250000,85.6,2
"3653",160000,97.1,4
"3654",225000,52.8,3
"3655",275000,85,3
"3656",199000,44.8,1
"3657",185000,85,3
"3658",226500,79.2,3
"3659",216000,70,2
"3660",118500,34.2,1
"3661",282514,101.8,4
"3662",265000,92.8,3
"3663",290000,94.2,4
"3664",222500,93.2,3
"3665",118500,33.9,1
"3666",220000,82,3
"3667",245557,89,3
"3668",185000,60,2
"3669",150000,27,1
"3670",260000,96.4,3
"3671",2e+05,67.4,3
"3672",207000,142.9,4
"3673",160000,111.3,3
"3674",230000,138.5,3
"3675",2e+05,64.3,3
"3676",160000,78,4
"3677",165000,25,2
"3678",180000,45,2
"3679",2e+05,95.3,3
"3680",185000,66,3
"3681",118500,33.9,1
"3682",205000,56.1,2
"3683",120000,85.3,4
"3684",175000,33,3
"3685",155000,36,1
"3686",250000,74.1,3
"3687",250000,78,3
"3688",205724,55,2
"3689",240000,85.6,3
"3690",220000,96.5,3
"3691",2e+05,57.4,2
"3692",180000,48.2,2
"3693",310000,113.7,4
"3694",240000,74,3
"3695",272000,93.2,3
"3696",270000,85.6,3
"3697",218172,62,2
"3698",210000,50,2
"3699",230000,56.8,3
"3700",220000,91,3
"3701",251000,170,4
"3702",240000,75.6,3
"3703",250000,80,3
"3704",110000,21.4,1
"3705",120000,91,3
"3706",185000,52,2
"3707",240000,69.4,3
"3708",185000,103.3,4
"3709",195000,38.9,2
"3710",260000,118.9,4
"3711",195000,61.9,2
"3712",216331,72,2
"3713",165000,35.4,1
"3714",265000,90,4
"3715",280000,97.4,4
"3716",151000,31.5,1
"3717",304306,109,4
"3718",235000,101,4
"3719",175000,50,2
"3720",250000,100,4
"3721",245000,68.3,2
"3722",130000,46,3
"3723",316292,89,3
"3724",271648,70,2
"3725",150000,45,2
"3726",250000,74.8,3
"3727",365000,100.3,4
"3728",240000,92.4,3
"3729",260000,78.2,3
"3730",290000,102,4
"3731",140000,40,2
"3732",240000,63.8,3
"3733",120000,86,3
"3734",220925,59,2
"3735",185000,101.2,4
"3736",283819,77.5,2
"3737",2e+05,61.7,2
"3738",3e+05,143,5
"3739",2e+05,55,2
"3740",140000,50,2
"3741",2e+05,57.4,2
"3742",260000,68,5
"3743",313889,89,3
"3744",170000,57.3,2
"3745",2e+05,72,2
"3746",165000,48.6,2
"3747",210000,76.6,3
"3748",375000,80,3
"3749",75000,44.5,2
"3750",120000,60,2
"3751",240000,95.4,4
"3752",2e+05,55.6,3
"3753",220000,54.2,2
"3754",250000,107.2,4
"3755",190000,70,4
"3756",210000,54,2
"3757",250000,85,3
"3758",1e+05,76,3
"3759",245500,126.2,5
"3760",1e+05,70,3
"3761",170000,56,2
"3762",230000,56.6,2
"3763",135000,46,2
"3764",220000,68.7,2
"3765",270000,114,3
"3766",250000,47,2
"3767",140000,88.5,3
"3768",260000,66,2
"3769",196000,65.8,2
"3770",205000,86,3
"3771",150000,76.8,3
"3772",140000,63,2
"3773",3e+05,114,4
"3774",240000,82,3
"3775",135000,59.2,2
"3776",210000,80,2
"3777",220000,82.7,2
"3778",3e+05,95.6,3
"3779",315000,106.5,4
"3780",1e+05,123.5,3
"3781",240000,79.9,3
"3782",150000,80,3
"3783",185000,48.2,2
"3784",140000,63,2
"3785",250000,59,2
"3786",2e+05,68.2,2
"3787",170000,42.4,3
"3788",150000,80,3
"3789",120000,87.3,3
"3790",73000,47.5,2
"3791",250000,76.1,4
"3792",131622,48.5,2
"3793",150000,90,3
"3794",270000,78,3
"3795",135808,50.7,2
"3796",217454,89.8,4
"3797",210000,76,3
"3798",2e+05,78.4,3
"3799",220000,93.8,3
"3800",70000,55.8,1
"3801",285000,105.8,4
"3802",240000,94.8,3
"3803",255000,71.9,3
"3804",170000,45,2
"3805",190000,90,3
"3806",240000,73.2,3
"3807",275000,79.3,3
"3808",270000,86.8,4
"3809",269000,71.9,2
"3810",110000,22,1
"3811",260000,92.4,3
"3812",170000,48,2
"3813",240000,61,2
"3814",220000,70.2,3
"3815",130000,81,3
"3816",230000,88,4
"3817",205000,60.8,2
"3818",309000,97.9,3
"3819",210000,50,2
"3820",260000,85,3
"3821",270000,71.6,3
"3822",170000,85,3
"3823",235000,59.4,2
"3824",235000,77.7,3
"3825",165000,78,3
"3826",189000,105.8,3
"3827",255000,60.7,3
"3828",231337,65.8,2
"3829",165000,78,3
"3830",165000,78,3
"3831",170000,85,3
"3832",120000,107.6,4
"3833",220000,92.3,4
"3834",170000,105,3
"3835",165000,77,3
"3836",220000,72.4,3
"3837",280000,115.6,3
"3838",165000,78,3
"3839",110000,81.5,3
"3840",180000,50,2
"3841",165000,78,3
"3842",170000,89,3
"3843",149000,40,1
"3844",160000,70,2
"3845",170000,89,3
"3846",201300,70,3
"3847",170000,86,3
"3848",170000,114,4
"3849",180000,50,2
"3850",170000,89,3
"3851",165000,78,3
"3852",2e+05,83.2,3
"3853",295000,76.6,2
"3854",230000,48,2
"3855",283500,134.6,4
"3856",450000,307.7,6
"3857",275000,95,3
"3858",150000,30,1
"3859",220000,67,2
"3860",235000,84.3,3
"3861",190000,60,2
"3862",260000,95,4
"3863",204750,108.8,3
"3864",180000,76,3
"3865",185000,46,3
"3866",258000,79.9,3
"3867",250000,89,3
"3868",150000,50,1
"3869",160000,30.7,3
"3870",320000,106.7,3
"3871",210000,80,3
"3872",160000,106.5,4
"3873",85000,80,2
"3874",210000,74,2
"3875",225000,63,2
"3876",118500,32.4,1
"3877",195000,47.8,2
"3878",2e+05,70,3
"3879",290000,107.2,4
"3880",118500,32.4,1
"3881",250000,82.9,3
"3882",240000,84,2
"3883",235000,75,3
"3884",175000,47,2
"3885",185000,77.4,2
"3886",230000,80.9,3
"3887",2e+05,97.7,4
"3888",140000,100,4
"3889",210000,54,2
"3890",174000,61.2,2
"3891",195000,60,2
"3892",215000,77.6,3
"3893",250000,83.4,3
"3894",201000,83.2,3
"3895",275000,104.7,3
"3896",240000,116.2,4
"3897",240000,118,3
"3898",240000,80.8,3
"3899",158500,62.1,2
"3900",260000,100,3
"3901",240000,97.7,3
"3902",220000,52.7,2
"3903",135000,40,1
"3904",164000,54.5,2
"3905",145000,50,2
"3906",190000,68.2,2
"3907",120000,46.7,2
"3908",190000,56,2
"3909",150000,50,2
"3910",180000,55,1
"3911",220000,60,3
"3912",190000,52,2
"3913",170000,55.5,2
"3914",215000,79.6,2
"3915",150000,93,2
"3916",275000,146,3
"3917",3e+05,83.2,3
"3918",240000,69,3
"3919",230000,83.2,2
"3920",115000,39,1
"3921",225000,73.9,3
"3922",250000,69.6,2
"3923",1e+05,129.5,3
"3924",195000,57.5,2
"3925",265000,108.7,4
"3926",250000,94.6,4
"3927",175000,33,1
"3928",138000,25,2
"3929",190000,59.4,3
"3930",260000,82.2,3
"3931",130000,55,2
"3932",175000,40,1
"3933",220000,80,3
"3934",325000,147.1,5
"3935",270000,101.8,3
"3936",260000,106,4
"3937",170000,41.1,2
"3938",230000,76.9,2
"3939",107385,33.7,1
"3940",260000,118.9,4
"3941",275000,87.5,3
"3942",120000,99.3,2
"3943",105000,30,1
"3944",270000,103.3,4
"3945",225000,70,2
"3946",285000,96,4
"3947",250000,100,3
"3948",165000,91.7,3
"3949",289000,107.8,3
"3950",118500,34.2,1
"3951",215000,89.9,4
"3952",230000,95,3
"3953",188805,87.2,2
"3954",230000,68.4,3
"3955",235000,134.3,4
"3956",150000,97.2,4
"3957",227900,80,3
"3958",210000,51.8,2
"3959",231900,79,3
"3960",220000,65,4
"3961",290000,95,3
"3962",170000,90.5,4
"3963",250000,116,4
"3964",240000,73.4,3
"3965",270000,94.4,4
"3966",177000,61,2
"3967",285000,104,3
"3968",192500,65.7,3
"3969",190000,60,2
"3970",270000,81.2,3
"3971",135436,89.6,3
"3972",180000,109.3,5
"3973",290000,97.7,3
"3974",235000,80,3
"3975",230000,67.7,3
"3976",165000,40,1
"3977",220000,67,2
"3978",240000,55.9,2
"3979",245000,98.3,3
"3980",266155,71,3
"3981",225000,78,3
"3982",136200,25,2
"3983",275000,73.5,2
"3984",210000,88.2,3
"3985",174000,40,1
"3986",225000,88.4,3
"3987",150000,65.2,2
"3988",180000,73,3
"3989",320000,120,4
"3990",277000,102.5,4
"3991",130000,69.3,3
"3992",210000,96,4
"3993",1e+05,76,3
"3994",170000,65.1,3
"3995",230000,102.5,3
"3996",230000,76,3
"3997",320000,99.6,2
"3998",235000,65.5,2
"3999",329238,134.2,5
"4000",260000,83.9,3
"4001",225000,84.7,2
"4002",260000,85.7,3
"4003",272000,59,2
"4004",240000,88.1,3
"4005",220000,68,2
"4006",210000,58,2
"4007",2e+05,75,3
"4008",220000,88.2,2
"4009",270000,126.5,5
"4010",199000,45.6,2
"4011",180000,63.1,2
"4012",165000,35,1
"4013",160000,55,2
"4014",219010,76.6,3
"4015",235000,86.5,3
"4016",2e+05,42.5,3
"4017",260000,94,4
"4018",186000,62,2
"4019",265000,92.6,4
"4020",210000,69.9,2
"4021",205000,56,3
"4022",280000,105.2,3
"4023",178000,76.9,2
"4024",170000,83.7,3
"4025",265000,120,5
"4026",180000,75,3
"4027",180000,79,3
"4028",230000,78.4,2
"4029",350000,107,4
"4030",260124,112.8,5
"4031",290000,105,4
"4032",3e+05,115,4
"4033",2e+05,69.1,3
"4034",265000,79.5,3
"4035",170000,45.5,2
"4036",219010,76.6,2
"4037",275000,97,3
"4038",150000,52,1
"4039",130000,62,2
"4040",270000,81.2,3
"4041",210000,64.2,2
"4042",265000,91.2,3
"4043",240000,62,3
"4044",280000,48.3,3
"4045",2e+05,65.5,2
"4046",270000,88.6,3
"4047",225000,80.6,3
"4048",280000,91,2
"4049",190000,60,2
"4050",210000,70,3
"4051",165000,40,2
"4052",230000,92.7,4
"4053",170000,43,3
"4054",220000,84.5,2
"4055",165428,63.7,3
"4056",150000,20.8,1
"4057",220000,53.4,2
"4058",150000,34.8,1
"4059",220000,79.8,3
"4060",260000,107.9,5
"4061",325000,94.6,4
"4062",2e+05,51.5,2
"4063",195000,49.4,2
"4064",165000,47.4,1
"4065",274000,115,3
"4066",240000,84,3
"4067",140000,79.5,2
"4068",177000,30,2
"4069",180000,27,2
"4070",150000,49.3,2
"4071",174132,64.9,2
"4072",275000,92.3,3
"4073",220000,84.7,2
"4074",243000,82.6,2
"4075",240000,96.3,4
"4076",240000,66.2,3
"4077",235000,73.7,2
"4078",240000,85,3
"4079",190000,49,2
"4080",225000,93.3,4
"4081",2e+05,86.4,3
"4082",75000,24.9,1
"4083",170000,61,2
"4084",190000,55,3
"4085",3e+05,127,4
"4086",250000,106.7,4
"4087",255000,114.5,4
"4088",240000,83.6,4
"4089",125000,33,1
"4090",235000,72,4
"4091",230000,108.2,5
"4092",260000,117.7,3
"4093",118500,32.4,1
"4094",295000,125,4
"4095",195000,77.1,3
"4096",80000,55,2
"4097",240000,87,3
"4098",207500,101.5,3
"4099",180000,88.4,3
"4100",188000,41.1,1
"4101",220000,92,3
"4102",110000,56.4,2
"4103",220000,62.5,2
"4104",85000,25.2,1
"4105",182000,89.8,3
"4106",230000,104,4
"4107",275000,80.2,3
"4108",118500,32.4,1
"4109",269533,99.7,3
"4110",360000,154.6,4
"4111",280000,90,4
"4112",231221,65,3
"4113",150000,28,1
"4114",70400,32,1
"4115",175000,64.7,2
"4116",320000,106.4,4
"4117",220000,74,3
"4118",205000,90,3
"4119",230000,62.1,2
"4120",245500,125,5
"4121",280000,85.4,4
"4122",130000,35,1
"4123",295000,109.7,3
"4124",190000,70,3
"4125",230000,85,4
"4126",195000,50,2
"4127",250000,81.3,3
"4128",170000,55,2
"4129",280000,87.2,4
"4130",130000,31.6,2
"4131",3e+05,136.2,4
"4132",1e+05,63,2
"4133",130000,40,2
"4134",210000,85,3
"4135",350000,104,3
"4136",170000,29.7,1
"4137",190000,73.4,2
"4138",140000,55,2
"4139",269242,111.3,4
"4140",280000,92,3
"4141",245000,76.7,3
"4142",260000,94,4
"4143",240000,81,3
"4144",250000,118.2,4
"4145",170000,68.8,3
"4146",260000,88.3,2
"4147",195000,50,2
"4148",140000,50,2
"4149",250000,93.7,2
"4150",210000,58,3
"4151",170000,37.83,2
"4152",5e+05,196.2,8
"4153",110000,54,3
"4154",70000,84.3,3
"4155",350000,130,2
"4156",210000,68.7,3
"4157",198000,91,3
"4158",270000,106.4,5
"4159",250000,70.6,3
"4160",288973,125.5,5
"4161",190000,50,2
"4162",273000,91.6,4
"4163",230000,73,2
"4164",205000,41.3,2
"4165",190000,52.7,1
"4166",210000,59.8,2
"4167",2e+05,56,3
"4168",190000,63.6,2
"4169",180000,64.6,3
"4170",185000,60.8,3
"4171",168000,25,1
"4172",160000,78.7,3
"4173",255000,86.9,3
"4174",110000,24,1
"4175",210000,80.9,2
"4176",210000,65,2
"4177",285000,100.9,4
"4178",240000,77,3
"4179",280000,114.5,4
"4180",235000,61,2
"4181",150000,82,3
"4182",70000,87.9,3
"4183",290000,96,3
"4184",188000,60,2
"4185",275000,111,3
"4186",260000,97,3
"4187",191711,94,4
"4188",250000,82.9,4
"4189",195000,59.1,3
"4190",230000,74.4,2
"4191",240000,89.3,3
"4192",263000,118.2,4
"4193",190000,56,2
"4194",250000,76.3,3
"4195",150000,50,2
"4196",120000,97.3,3
"4197",194250,65.6,2
"4198",2e+05,87.3,3
"4199",3e+05,130,4
"4200",230000,76,3
"4201",135000,36,2
"4202",150000,70.9,2
"4203",205000,70,2
"4204",235000,148,4
"4205",240000,65,2
"4206",265000,60.7,3
"4207",1e+05,90.9,3
"4208",195000,71.6,3
"4209",225000,92.3,3
"4210",210000,69.4,2
"4211",270000,88.1,3
"4212",285000,107,4
"4213",225000,67.1,2
"4214",270000,102.5,3
"4215",220000,68.3,2
"4216",160000,33,1
"4217",150000,45.7,2
"4218",195000,70,2
"4219",260000,110.2,4
"4220",256085,77.3,3
"4221",205000,70,2
"4222",245000,95,4
"4223",250000,48,2
"4224",175700,83.1,3
"4225",270000,106,3
"4226",3e+05,100,3
"4227",170000,67,4
"4228",190000,47,1
"4229",180000,121,3
"4230",2e+05,70,3
"4231",285000,91.5,2
"4232",235000,148,4
"4233",220000,54.8,2
"4234",165000,64,3
"4235",140000,32.7,1
"4236",310000,109,4
"4237",180000,36,2
"4238",150000,61,2
"4239",250000,83,4
"4240",310000,113.7,3
"4241",266215,80,3
"4242",180000,77.3,3
"4243",340000,121.7,4
"4244",225000,88.5,3
"4245",150000,48,2
"4246",150000,48,2
"4247",276066,96,4
"4248",260000,89.5,3
"4249",245000,70.1,2
"4250",347000,131.5,2
"4251",260000,101.9,3
"4252",118500,32.4,1
"4253",2e+05,60,2
"4254",255000,108,3
"4255",275000,124,5
"4256",185000,60,2
"4257",250000,60,2
"4258",192000,61,2
"4259",230000,80.2,3
"4260",220000,68.2,3
"4261",220000,84.2,3
"4262",220000,68.5,3
"4263",155409,30.1,1
"4264",275000,157.8,8
"4265",195000,59,2
"4266",230000,111,4
"4267",208012,92,4
"4268",240000,84.7,3
"4269",271000,84.4,3
"4270",90000,48,2
"4271",239000,73.8,2
"4272",2e+05,63.8,3
"4273",220000,68.2,2
"4274",130479,47.6,2
"4275",190000,37.3,2
"4276",260000,81.7,3
"4277",170000,40,2
"4278",191000,127.6,3
"4279",240000,70,3
"4280",215000,69.4,2
"4281",180000,44,2
"4282",201328,60,2
"4283",160000,55,2
"4284",202700,44,2
"4285",180000,50,2
"4286",198000,67.3,3
"4287",220000,65,2
"4288",250000,102,4
"4289",150000,97,4
"4290",2e+05,55.4,3
"4291",180000,77,2
"4292",130000,24,1
"4293",197260,26,1
"4294",190000,63.8,2
"4295",265000,203.1,6
"4296",206000,57.1,2
"4297",1e+05,50,2
"4298",230000,103.8,4
"4299",238000,92,2
"4300",220000,77,3
"4301",167554,66,2
"4302",150000,60,2
"4303",260000,76.7,2
"4304",139000,28.1,1
"4305",130000,50.8,2
"4306",225000,87.1,3
"4307",220000,62,2
"4308",230000,68,2
"4309",146400,30,1
"4310",220000,60,2
"4311",295000,108.8,4
"4312",180000,52,2
"4313",295000,86,3
"4314",188098,84.9,3
"4315",263833,91.5,3
"4316",250000,78.5,2
"4317",1e+05,90,3
"4318",295000,86,3
"4319",93819,32.8,1
"4320",250000,77.5,3
"4321",220000,70,3
"4322",290000,90.1,3
"4323",235500,124.1,4
"4324",270000,132.3,4
"4325",2e+05,58.2,2
"4326",287000,99.8,3
"4327",250000,70,3
"4328",195000,50,2
"4329",175000,70,2
"4330",178810,69.6,2
"4331",170000,60,2
"4332",160000,63.1,2
"4333",210000,83,3
"4334",130000,42,1
"4335",205000,69.8,2
"4336",199000,86.7,3
"4337",120000,45,2
"4338",150000,93.1,4
"4339",235000,54.2,2
"4340",260000,79.5,3
"4341",175000,27,1
"4342",160000,44.3,2
"4343",265000,78,3
"4344",150000,57.5,2
"4345",195000,66.9,2
"4346",90000,107.2,4
"4347",190000,43,1
"4348",120000,44,1
"4349",290000,145,4
"4350",210000,78.4,3
"4351",267000,151.7,4
"4352",140000,36,1
"4353",250000,92,5
"4354",160000,43,3
"4355",220000,56.4,3
"4356",205000,51.8,2
"4357",240000,116.4,3
"4358",350000,180.4,4
"4359",270000,68.3,3
"4360",136000,30,1
"4361",110000,35,2
"4362",190000,68,3
"4363",250000,60,3
"4364",250000,110.1,4
"4365",220000,61.4,2
"4366",160000,50,2
"4367",210000,80,3
"4368",180000,41,2
"4369",150000,84,3
"4370",150000,70,3
"4371",265000,85.2,3
"4372",269000,80,3
"4373",260000,101.7,3
"4374",220000,95,3
"4375",240000,70,3
"4376",160000,56,3
"4377",160000,92,3
"4378",118500,32.4,1
"4379",220000,80,3
"4380",195564,49.1,2
"4381",270000,75,3
"4382",150000,32,1
"4383",170000,45.8,2
"4384",237964,76,2
"4385",140000,65,2
"4386",160000,92,3
"4387",107696,33.4,1
"4388",195000,62.2,2
"4389",170000,94.4,4
"4390",195000,45.2,2
"4391",2e+05,41,2
"4392",265000,80,2
"4393",208000,65,2
"4394",235000,113,3
"4395",210000,45.8,1
"4396",156939,81.2,3
"4397",250000,94,3
"4398",185000,40,2
"4399",163448,52.4,2
"4400",110000,30,1
"4401",290000,116,4
"4402",190000,44,2
"4403",220000,77.7,3
"4404",190000,65,2
"4405",175000,37,2
"4406",245000,86.2,4
"4407",169850,79.5,2
"4408",237964,63,2
"4409",70000,87,3
"4410",230000,68,3
"4411",235000,72.2,2
"4412",280000,111.1,5
"4413",230000,75,3
"4414",219900,68,3
"4415",235000,86.3,3
"4416",250000,74,2
"4417",110000,30,1
"4418",365000,139,5
"4419",195000,102.6,3
"4420",193844,88.4,3
"4421",2e+05,30,2
"4422",195457,109.5,4
"4423",245000,74,3
"4424",170000,77.8,3
"4425",298445,92.4,4
"4426",2e+05,74.4,2
"4427",120000,45,1
"4428",217797,67.1,2
"4429",150000,63,2
"4430",80000,55,2
"4431",240000,46,1
"4432",215000,50,2
"4433",195000,90,3
"4434",1e+05,104,4
"4435",295531,71.6,1
"4436",195000,59.6,2
"4437",145000,52.2,2
"4438",252203,119.6,4
"4439",260000,89.4,3
"4440",150000,131.1,4
"4441",235500,124.1,4
"4442",2e+05,110,4
"4443",265000,89.5,3
"4444",97000,30,1
"4445",306340,118.4,4
"4446",220000,95.8,3
"4447",95000,130,4
"4448",309000,108.5,3
"4449",195587,87,3
"4450",220000,100,2
"4451",280000,112.8,5
"4452",245500,121,5
"4453",180000,60,2
"4454",190000,58,2
"4455",270000,102.5,3
"4456",170000,50,2
"4457",140000,40,2
"4458",2e+05,99.1,3
"4459",190000,62.6,2
"4460",118500,32.4,1
"4461",220000,72,3
"4462",270000,103.3,4
"4463",195000,59,2
"4464",230000,69.6,2
"4465",145000,43,2
"4466",205000,53,2
"4467",190000,56.2,2
"4468",220000,55,2
"4469",260000,94.3,3
"4470",265000,106.9,5
"4471",191000,105.9,3
"4472",210000,45,2
"4473",225000,62.5,2
"4474",1e+05,40,2
"4475",295000,125,3
"4476",180000,91.2,4
"4477",230000,58,2
"4478",180000,60,2
"4479",150000,78,3
"4480",2e+05,60,2
"4481",240000,130,4
"4482",210000,65,3
"4483",220000,60,2
"4484",265000,79.4,3
"4485",118500,32.4,1
"4486",3e+05,135.4,4
"4487",210000,67,2
"4488",180000,52.6,2
"4489",2e+05,78.2,3
"4490",225000,83.2,2
"4491",150000,35,1
"4492",2e+05,89.3,3
"4493",265000,118.8,3
"4494",220000,70,3
"4495",140000,43,2
"4496",205000,51.3,2
"4497",270000,96,3
"4498",230000,93.1,4
"4499",240000,90,3
"4500",194000,55,2
"4501",320000,87,2
"4502",210000,75,3
"4503",2e+05,54.7,1
"4504",120000,23,1
"4505",240000,83.1,2
"4506",220000,89.1,3
"4507",130000,29,1
"4508",295000,90,3
"4509",80000,50.8,2
"4510",220000,67.7,2
"4511",330000,77.3,3
"4512",215000,68.1,3
"4513",230000,97.8,4
"4514",210000,69,3
"4515",245000,100.5,4
"4516",195000,60,2
"4517",244889,62.2,3
"4518",250000,59,3
"4519",235000,87.9,2
"4520",155000,40,1
"4521",295000,103.3,4
"4522",255000,90,2
"4523",270000,82.5,3
"4524",220000,69.5,2
"4525",243000,60,3
"4526",265000,109,4
"4527",230000,79.9,3
"4528",350000,135,4
"4529",180000,76,2
"4530",180000,34.5,2
"4531",255000,82.2,3
"4532",256136,72,3
"4533",130000,25,1
"4534",225000,55,1
"4535",260000,104.1,3
"4536",260000,130,4
"4537",233424,67,2
"4538",164539,45,2
"4539",2e+05,50,2
"4540",240000,83.2,3
"4541",235000,116.6,3
"4542",275000,107,4
"4543",290000,77.7,3
"4544",230000,76.5,3
"4545",280000,105,4
"4546",140000,38,2
"4547",293414,76,2
"4548",2e+05,101.1,3
"4549",80000,30,1
"4550",2e+05,50,2
"4551",220000,63.5,3
"4552",240000,50,3
"4553",275000,85.3,3
"4554",270000,73,3
"4555",155000,32,1
"4556",260000,117.8,3
"4557",150000,53.8,2
"4558",328667,86.4,3
"4559",3e+05,125,4
"4560",195000,86.9,3
"4561",289000,115.9,4
"4562",230000,94,3
"4563",2e+05,59.6,2
"4564",260000,60.2,2
"4565",225000,81.8,3
"4566",260000,78.7,3
"4567",250000,70,2
"4568",240000,68.8,3
"4569",270000,119.6,3
"4570",150000,37,3
"4571",225000,47.6,2
"4572",170000,104.8,3
"4573",190000,93.24,4
"4574",260000,90,4
"4575",280000,148.7,4
"4576",170000,66.5,3
"4577",250000,106.8,4
"4578",150000,32,1
"4579",230000,75.3,3
"4580",160000,45,1
"4581",297000,114.4,4
"4582",191000,106.8,3
"4583",266215,100.1,3
"4584",296232,71.8,2
"4585",175000,59.7,3
"4586",185000,45.2,2
"4587",150000,55,2
"4588",240000,73,3
"4589",155000,50,1
"4590",156219,70,1
"4591",118500,32,1
"4592",250000,120.7,3
"4593",2e+05,65,2
"4594",269000,77.4,3
"4595",230000,60,2
"4596",240000,88.9,3
"4597",225000,73,2
"4598",250000,71.4,3
"4599",150000,47.6,2
"4600",221000,65,3
"4601",280000,88,3
"4602",150000,40,2
"4603",255000,73,3
"4604",140000,65.2,2
"4605",210000,79.5,2
"4606",260000,61.8,2
"4607",290000,75.9,3
"4608",1e+05,81.9,3
"4609",245000,67.1,3
"4610",260000,56,2
"4611",3e+05,114.8,3
"4612",2e+05,45.5,1
"4613",251742,70,3
"4614",210000,77.1,4
"4615",150000,33.8,1
"4616",2e+05,55,2
"4617",627000,199.6,5
"4618",175000,40,2
"4619",150000,105,4
"4620",216791,60.8,2
"4621",415000,194.9,6
"4622",155000,48.3,2
"4623",193000,60,3
"4624",165000,35,2
"4625",292000,66.5,3
"4626",158895,39.2,2
"4627",120000,38,1
"4628",230000,68,3
"4629",240000,99.3,5
"4630",520000,180,4
"4631",242000,87.9,3
"4632",270000,91.8,3
"4633",280000,88,3
"4634",460000,216.7,4
"4635",175000,52,2
"4636",2e+05,69.7,2
"4637",145000,43.2,2
"4638",190000,69,3
"4639",250000,78.1,3
"4640",230000,98.7,3
"4641",250000,99,6
